left_out_color,sample_id,R_measured,G_measured,B_measured,L_corrected,a_corrected,b_corrected,L_ground_truth,a_ground_truth,b_ground_truth,delta_E,is_accurate
20,20,155,158,148,88.19778460108161,-2.6972334952916723,1.8551923526419507,91.29298657001617,-0.002270669095361111,0.004304133218835382,4.502098073551448,False
20,20,156,157,149,87.74583808309656,-1.0849378192722103,0.648626178513527,91.29298657001617,-0.002270669095361111,0.004304133218835382,3.7642504492104236,False
20,20,154,157,149,85.95863382479422,0.8423903260967659,-0.6922780445688069,91.29298657001617,-0.002270669095361111,0.004304133218835382,5.445548469866674,False
20,20,152,157,151,87.49649756404713,-0.28526274904359256,-1.089060769638105,91.29298657001617,-0.002270669095361111,0.004304133218835382,3.9609165732891363,False
21,21,156,158,153,83.90518446282663,-0.8534718855757154,-3.3567917069196964,80.60408285838321,-0.002044457074468209,0.003875340368453273,4.787095515194114,False
21,21,159,161,156,84.03313489294973,-0.7833450811769025,-3.013941552097659,80.60408285838321,-0.002044457074468209,0.003875340368453273,4.634225643777124,False
21,21,161,165,164,84.50487524524972,0.7223547007281499,-5.757972626627311,80.60408285838321,-0.002044457074468209,0.003875340368453273,6.99570063539272,False
21,21,162,168,168,85.10999833201178,0.03128813376858483,-5.476767426992872,80.60408285838321,-0.002044457074468209,0.003875340368453273,7.095197704118452,False
21,21,164,172,175,84.57845802192337,0.8438359333115788,-6.4010757631457595,80.60408285838321,-0.002044457074468209,0.003875340368453273,7.585154593929675,False
21,21,154,156,151,85.33655325880399,-2.563540307447349,-2.4873713932537105,80.60408285838321,-0.002044457074468209,0.003875340368453273,5.929911244708424,False
21,21,154,156,151,84.21327619955346,-1.9368768292696734,-2.1549467756380536,80.60408285838321,-0.002044457074468209,0.003875340368453273,4.629294310259507,False
21,21,154,156,153,83.27068308709251,0.019229739544902112,-4.395353321999574,80.60408285838321,-0.002044457074468209,0.003875340368453273,5.1443582879689345,False
21,21,157,159,156,84.27472753106356,-0.8602760093084187,-2.9512564853342984,80.60408285838321,-0.002044457074468209,0.003875340368453273,4.789884948264189,False
21,21,150,158,161,81.75003042157208,0.5714918596878057,-6.412489478060019,80.60408285838321,-0.002044457074468209,0.003875340368453273,6.54307857261323,False
21,21,134,143,142,81.68255986475899,-1.564588516651093,-5.784762254567341,80.60408285838321,-0.002044457074468209,0.003875340368453273,6.092042497956125,False
21,21,141,150,147,80.60436872309332,0.448878408986247,-5.934990712168411,80.60408285838321,-0.002044457074468209,0.003875340368453273,5.9559601663232975,False
21,21,143,152,149,80.79291099204521,0.7044505896382506,-6.051852892207354,80.60408285838321,-0.002044457074468209,0.003875340368453273,6.099724234906655,False
21,21,146,156,156,80.98541943392239,2.184034670087021,-8.317598458182434,80.60408285838321,-0.002044457074468209,0.003875340368453273,8.61227529251266,False
21,21,152,161,160,82.69391293257226,2.54059811871946,-7.662500260520756,80.60408285838321,-0.002044457074468209,0.003875340368453273,8.34300520562791,False
21,21,141,150,147,82.26701677524936,-2.3057563341531897,-4.8824465824434045,80.60408285838321,-0.002044457074468209,0.003875340368453273,5.652307454288835,False
21,21,143,152,149,83.98981362916435,-2.503587428217193,-4.935823101680256,80.60408285838321,-0.002044457074468209,0.003875340368453273,6.490108688386217,False
21,21,141,150,149,80.12188449578322,1.3152727686274737,-7.48635277367017,80.60408285838321,-0.002044457074468209,0.003875340368453273,7.6204564912057435,False
21,21,140,150,151,81.4929976448671,0.44170183191546264,-7.1153248034849925,80.60408285838321,-0.002044457074468209,0.003875340368453273,7.188191076680208,False
21,21,142,151,150,82.4567410095219,-0.5490388968956263,-6.2387937568589935,80.60408285838321,-0.002044457074468209,0.003875340368453273,6.534712128292605,False
22,22,103,107,108,58.210696100508,-0.239740865006275,-7.026994590144706,59.37717565870767,-0.1958150506504719,0.5334793893303713,7.65005691685913,False
22,22,106,110,111,59.87704822710744,-1.9278930438968866,-5.4896416453802965,59.37717565870767,-0.1958150506504719,0.5334793893303713,6.287126033260445,False
22,22,111,116,119,61.12094200224046,0.1657764644590226,-6.686581957030247,59.37717565870767,-0.1958150506504719,0.5334793893303713,7.436447762866866,False
22,22,116,121,124,61.14952873021295,1.5949996845130576,-7.0115334019250035,59.37717565870767,-0.1958150506504719,0.5334793893303713,7.954588037476249,False
22,22,119,127,134,63.011686650051324,3.1568384248766064,-7.0940090571779875,59.37717565870767,-0.1958150506504719,0.5334793893303713,9.090023953476697,False
22,22,99,103,104,56.9434119310382,0.756401826099035,-7.020099190123911,59.37717565870767,-0.1958150506504719,0.5334793893303713,7.992901364240445,False
22,22,119,123,124,60.952710359079155,0.5409435628743805,-7.163082225120245,59.37717565870767,-0.1958150506504719,0.5334793893303713,7.890638981205034,False
22,22,120,122,122,62.25412125460107,-0.10683798842658614,-4.958916047692173,59.37717565870767,-0.1958150506504719,0.5334793893303713,6.200898363621071,False
22,22,120,124,125,60.55774192622976,1.745789624285914,-6.8687657766420225,59.37717565870767,-0.1958150506504719,0.5334793893303713,7.743177572735081,False
22,22,111,116,119,59.88013391480021,-0.039415105737572335,-7.613352110250376,59.37717565870767,-0.1958150506504719,0.5334793893303713,8.163840483050945,False
22,22,93,102,107,58.20248119751784,1.1625229150467975,-9.182368821879255,59.37717565870767,-0.1958150506504719,0.5334793893303713,9.880419807349783,False
22,22,101,106,109,59.48338281988876,2.3336450528000343,-8.55673041547742,59.37717565870767,-0.1958150506504719,0.5334793893303713,9.43617309461085,False
22,22,104,111,113,61.17563758593448,1.282586837782646,-8.211894712669313,59.37717565870767,-0.1958150506504719,0.5334793893303713,9.049956112121967,False
22,22,115,123,126,65.49115758839899,2.07464125488539,-8.176756420766761,59.37717565870767,-0.1958150506504719,0.5334793893303713,10.881358129362253,False
22,22,107,114,118,62.73514741088847,2.9514335469879693,-8.583115783680649,59.37717565870767,-0.1958150506504719,0.5334793893303713,10.212416735148894,False
22,22,88,96,99,56.93930748864347,-0.7173349827702015,-7.530336319229313,59.37717565870767,-0.1958150506504719,0.5334793893303713,8.44039738613202,False
22,22,89,97,99,57.50825265073369,-1.125141910001657,-6.736304882311346,59.37717565870767,-0.1958150506504719,0.5334793893303713,7.563483653545855,False
22,22,90,98,101,55.65648804282509,2.2621174996197224,-8.432202527926293,59.37717565870767,-0.1958150506504719,0.5334793893303713,10.013411057081543,False
22,22,89,97,100,58.63635769630651,-2.0437186549972046,-6.919086335803032,59.37717565870767,-0.1958150506504719,0.5334793893303713,7.713902700436856,False
22,22,90,98,101,59.34407616951032,-0.17964469301632055,-7.176639901452862,59.37717565870767,-0.1958150506504719,0.5334793893303713,7.7102072951872636,False
23,23,74,77,79,34.98556439915352,2.5832755048389364,-7.5118428902120025,42.3746032571989,-0.0012353967562273027,0.002341738048761144,10.850832340136824,False
23,23,81,82,83,38.33326904410116,3.0020308522187977,-5.456405761793413,42.3746032571989,-0.0012353967562273027,0.002341738048761144,7.426298852808177,False
23,23,73,73,73,39.20856302604154,-0.2856268514211431,-3.728535567278452,42.3746032571989,-0.0012353967562273027,0.002341738048761144,4.9014421053603225,False
23,23,73,72,72,40.620621565056005,-1.0599197165604854,-2.224157066013976,42.3746032571989,-0.0012353967562273027,0.002341738048761144,3.0256505399442037,False
23,23,82,83,85,39.707835113570255,4.9362625064287045,-3.750819573525759,42.3746032571989,-0.0012353967562273027,0.002341738048761144,6.751056043799958,False
23,23,73,73,73,36.341710063148575,0.5334262745748042,-3.071480931171663,42.3746032571989,-0.0012353967562273027,0.002341738048761144,6.791910570334579,False
23,23,79,79,79,33.47290988986186,4.158168772354951,-5.7084764904847045,42.3746032571989,-0.0012353967562273027,0.002341738048761144,11.36460437883615,False
23,23,76,76,76,33.75546610275406,1.8987874167795258,-4.579267051897359,42.3746032571989,-0.0012353967562273027,0.002341738048761144,9.944382891019398,False
23,23,77,77,79,35.852192242310885,2.2279324235024056,-6.13180842637645,42.3746032571989,-0.0012353967562273027,0.002341738048761144,9.227070654206944,False
23,23,77,78,82,38.140148548203285,1.2249850470812373,-5.724454621700192,42.3746032571989,-0.0012353967562273027,0.002341738048761144,7.227061630113164,False
23,23,44,53,60,29.759133189450637,3.173206381742757,-9.943014560612994,42.3746032571989,-0.0012353967562273027,0.002341738048761144,16.374897787243228,False
23,23,52,60,63,34.49236726132825,-0.2690409108075751,-6.811996206261649,42.3746032571989,-0.0012353967562273027,0.002341738048761144,10.422886630258622,False
23,23,58,66,69,34.94825514217447,2.9982012776478886,-8.226471332967245,42.3746032571989,-0.0012353967562273027,0.002341738048761144,11.483058444813873,False
23,23,73,81,83,41.51425590324834,3.246452570316997,-7.858637129318738,42.3746032571989,-0.0012353967562273027,0.002341738048761144,8.548839889372145,False
23,23,85,91,91,46.37223238104814,3.9948913677469973,-5.793761094254714,42.3746032571989,-0.0012353967562273027,0.002341738048761144,8.095978987896586,False
23,23,55,64,67,33.355306209709134,2.6116896489385004,-8.375668429731169,42.3746032571989,-0.0012353967562273027,0.002341738048761144,12.584361362290114,False
23,23,61,69,72,39.08950851539014,-0.031732969411375274,-7.032383665442358,42.3746032571989,-0.0012353967562273027,0.002341738048761144,7.764028533378834,False
23,23,60,65,68,36.86019633290658,2.178877413405441,-7.6441899084286415,42.3746032571989,-0.0012353967562273027,0.002341738048761144,9.676312407745757,False
23,23,63,71,74,39.87237304128033,0.44255721196097303,-7.661426793427366,42.3746032571989,-0.0012353967562273027,0.002341738048761144,8.074122617167246,False
23,23,64,74,76,39.69116341981141,1.552459599510891,-7.7615126365800045,42.3746032571989,-0.0012353967562273027,0.002341738048761144,8.360158626051655,False
24,24,43,41,42,20.021494972261,2.573713371850796,-3.9385713054192872,20.78777714137035,-0.0007785491979717118,0.0014757674169030288,4.768560364555045,False
24,24,46,44,45,24.0491835098109,3.092771046808544,-4.159831710366677,20.78777714137035,-0.0007785491979717118,0.0014757674169030288,6.125626541645695,False
24,24,51,49,50,25.50664309340509,1.879995270684245,-2.7392949185550672,20.78777714137035,-0.0007785491979717118,0.0014757674169030288,5.772073283310802,False
24,24,65,64,62,33.59637606333044,1.6728408646554953,0.3945918361686248,20.78777714137035,-0.0007785491979717118,0.0014757674169030288,12.92345729785862,False
24,24,76,76,76,38.27952832862198,4.88700479311425,-0.560358058792538,20.78777714137035,-0.0007785491979717118,0.0014757674169030288,18.170510252779824,False
24,24,47,47,49,22.206245153514562,1.7906200690966156,-3.1527544266181096,20.78777714137035,-0.0007785491979717118,0.0014757674169030288,3.8949106059146295,False
24,24,49,47,48,22.87758938856913,2.3530511304317345,-2.7382734751503075,20.78777714137035,-0.0007785491979717118,0.0014757674169030288,4.1730151331375875,False
24,24,42,42,44,18.37018542162514,2.210740735376765,-4.829434609153203,20.78777714137035,-0.0007785491979717118,0.0014757674169030288,5.837230707782524,False
24,24,39,40,45,16.04713964482719,4.940315219312323,-3.778554622715854,20.78777714137035,-0.0007785491979717118,0.0014757674169030288,7.821552355713631,False
24,24,36,36,38,17.3729729451866,1.3472179909408843,-3.7622507218633983,20.78777714137035,-0.0007785491979717118,0.0014757674169030288,5.257719986516084,False
24,24,25,30,34,23.01742278993557,1.1707753315316163,-6.556404978185799,20.78777714137035,-0.0007785491979717118,0.0014757674169030288,7.024931180244048,False
24,24,26,30,33,19.89131780326431,1.3034057678341497,-5.78882220222905,20.78777714137035,-0.0007785491979717118,0.0014757674169030288,6.002673292372,False
24,24,28,32,33,20.870869505752,0.41018373272233494,-3.8801238669170814,20.78777714137035,-0.0007785491979717118,0.0014757674169030288,3.904178538366477,False
24,24,49,53,54,29.456339803041445,4.245037474126592,-4.872006788273054,20.78777714137035,-0.0007785491979717118,0.0014757674169030288,10.813036786391333,False
24,24,70,72,72,39.74005327724378,4.3855590808143035,-3.1234767674429293,20.78777714137035,-0.0007785491979717118,0.0014757674169030288,19.702640860554357,False
24,24,28,33,36,19.44643091650485,3.687024119429993,-6.878768327111523,20.78777714137035,-0.0007785491979717118,0.0014757674169030288,7.920660137765901,False
24,24,31,35,38,22.913669230099625,1.3251373129585091,-5.8512361729288145,20.78777714137035,-0.0007785491979717118,0.0014757674169030288,6.366451688586447,False
24,24,34,38,39,24.004725215946372,1.2982584094043181,-5.001338821660961,20.78777714137035,-0.0007785491979717118,0.0014757674169030288,6.08805434823174,False
24,24,35,39,40,25.33986249762911,1.0722860796017566,-4.998813256241356,20.78777714137035,-0.0007785491979717118,0.0014757674169030288,6.846593248350877,False
24,24,31,36,39,22.003638520783948,2.4986867348700286,-6.291516210878688,20.78777714137035,-0.0007785491979717118,0.0014757674169030288,6.879490797951788,False
